kategori;berita
valid;Serangan Bermobil di Nasiriyah, Irak, (14 September 2017) Serangan bom mobil dan senjata api di Nasiriyah, Irak, menewaskan 84 orang dan 93 orang terluka. Kelompok militan menghamburkan tembakan ke arah sebuah restoran dan tidak lama kemudian sebuah bom mobil ditubrukkan ke pos keamanan tidak jauh dari tempat itu. ISIS mengaku bertanggung jawa atas serangan teror tersebut. Para penyerang awalnya menyamar sebagai anggota Hashd Al Shaabi, satu gerakan yang berperang bersama pasukan Irak melawan ISIS.
valid;Serangan Bom Truk di Mogadishu, Somalia (14 Oktober 2017) Laporan terakhir menyebutkan bom truk di Mogadishu, Somalia, merenggut nyawa 512 orang, dan membuat 316 terluka. Bom bunuh diri dengan menggunakan truk itu menghantam kawasan perbelanjaan yang sibuk. Sejauh ini belum ada pihak yang mengklaim bertanggungjawab atas serangan tersebut. Namun kecurigaan mengarah kepada kelompok teroris Al Shabaab. Al Shabaab, merupakan sebuah kelompok teroris yang bersekutu dengan Al Qaeda. Kelompok itu kerap melakukan aksi teror yang menewaskan banyak korban jiwa di Somalia.
valid;Teror Bom dan Penembakan di Masjid Al Rawdah, Mesir (24 November 2017) Pemerintah Mesir melaporkan 309 orang tewas dan 128 orang luka-luka dalam serangan bom dan rentetan penembakan di masjid Al Rawdah, Sinai, Mesir. Teror itu berlangsung setelah jamaah selesai menunaikan shalat Jumat. Setelah bom meledak di dalam masjid, puluhan orang yang menunggu di luar menembaki orang-orang yang mencoba melarikan diri. Belum ada pihak yang mengaku bertanggung jawab atas pembantaian tersebut. Namun, serangan kelompok militan terus meningkat di Sinai sejak presiden Mohammed Morsi digulingkan. ISIS juga pernah terlibat dalam teror di Sinai seperti serangan mematikan terhadap kelompok Kristen Kpotik, dan pemboman pesawat Rusia.
valid;Bom Gereja di Quetta, Pakistan (17 Desember 2017) Peristiwa teror terbaru ini terjadi ketika jemaat gereja melakukan kebaktian Minggu pagi, di gereja Metodis, Quetta, Pakistan. Sedikitnya 9 orang tewas dan 57 mengalami luka-luka. ISIS mengklaim bertanggung jawab atas serangan bom itu. Kepala tentara Pakistan, Qamar Javed Bajwa mengatakan serangan di gereja itu merupakan upaya untuk mengganggu perayaan Natal dan menciptakan perpecahan agama. Dia memuji tindakan aparat penegak hukum dan layanan darurat dalam mengendalikan situasi, setelah serangan bom.
valid;"Festival Durian Lolong, Pekalongan Desa Lolong cukup terkenal akan hasil duriannya. Hampir setiap tahun para petani di sini mengadakan acara untuk memasarkan hasil panennya. Tak terkecuali tahun 2017, Festival Durian Lolong digelar 2-3 Desember 2017. Beragam acara pun digelar, seperti makan durian sepuasnya, lelang durian unggul, parade durian, hingga berburu langsung ke kebun durian.
"
valid;"UNWTO Video Competition 2017 Region East Asia and Pacific Video pariwisata Wonderful Indonesia yang bertajuk ""The Journey of a Wonderful World"" menjadi juara kategori Video Competition 2017 Region East Asia and Pacific, dalam dalam kompetisi video pariwisata dunia. Kompetisi tingkat dunia yang digelar United Nations World Tourism Organization (UNWTO), tersebut digelar di China pada 15 September 2017.
"
valid;Indonesia dinobatkan sebagai ‘Destination of the Year' dalam ajang penghargaan The 28th Annual TTG Travel Awards 2017, di Bangkok, Thailand, Kamis (28/9/2017). TTG Travel Awards adalah penghargaan bergengsi bagi industri travel se-Asia Pasifik sejak tahun 1989. Pertama kalinya Indonesia menggeser Thailand, dalam ajang dan kategori tersebut.
valid;"Wallace Dean Wiley (71 tahun) atau Wally menjadi sosok inspiratif atas jasanya bagi pendidikan tanah air, yakni dengan membangun 7 sekolah di Papua Pria asal Amerika Serikat (AS) itu sudah 42 tahun tinggal di Kabupaten Jayapura dan kini telah mengubah status kewarganegaraannya menjadi Warga Negara Indonesia (WNI). Wally lama tinggal di Jayapura karena bekerja di perusahaan penerbangan perintis, yaitu di MAF Aviation. Alasan pertamanya mendirikan sekolah ialah karena dia kesulitan menemukan pilot atau mekanik andal dari penduduk sekitar.
"
valid;Wa Ode mendaftar kuliah di Fakultas Keguruan dan Ilmu Pendidikan, Program Studi Bahasa dan Sastra Universitas Muhammadiyah Buton saat ia berusia 78 tahun. Seorang dosen yang mengajar Wa Ode bahkan merupakan murid SMPnya dahulu. Wa Ode menempuh kuliah selama tujuh tahun. Usai menyelesaikan skripi berjudul 'Mengkaji Sastra Indonesia dalam Puisi Wolio Buton'. Ia berhasil menyelesaikan program Strata 1 dengan predikat cum laude saat usianya 85 tahun. “Motivasi saya kuliah karena anak-anak saya, anak saya yang pertama almarhum yang mengatakan jangan hanya sampai diploma tiga. Saya bilang bisa saja asal diterima, jadi anak saya yang mengurusnya (masuk perguruan tinggi),” ucap kakek 15 cucu dan 3 cicit tersebut.
valid;"Kasus Pembunuhan Siswi SMK. yang berstatus pelajar kelas XII di SMK Baranangsiang, Kota Bogor, itu ditusuk di sebuah gang, sekitar Jalan Riau, Baranangsiang, Bogor, Jawa Barat. Hari itu, Selasa sore, Andriana baru saja selesai mengikuti kegiatan belajar mengajar di sekolahnya. Kegiatan belajar di sekolahnya selesai pukul 15.15 WIB. Ia lantas pulang ke kosannya yang berada di belakang sekolahnya. Saat tiba di sebuah gang kecil, yang merupakan akses jalan tembusan ke tempat kosnya itu, tiba-tiba seorang pria langsung menusuk Andriana dan melarikan diri. Kejadian itu terekam oleh CCTV yang terpasang di sekitar lokasi kejadian. Tidak ada barang korban yang hilang. Di lokasi, polisi menemukan sebuah sarung badik yang kemudian dijadikan sebagai barang bukti. Sementara, badik yang digunakan untuk menusuk korban masih tertancap di bagian dada kiri korban.
"
valid;"Seorang guru penggerak daerah terpencil (GPDT) Kabupeten Mappi, Provinsi Papua, Diana Cristiana Da Costa Ati menulis surat terbuka bagi Nadiem Makarim, Menteri Pendidikan dan Kebudayaan terpilih. Diana mengisahkan kondisi dan perjuangan anak-anak pedalaman Kampung Kalibusene, Papua dalam menimba ilmu. Kampung tersebut ditempuh kurang lebih 9 jam dari Distrik Assue. Itu pun Diana harus menggunakan perahu ketinting. Perjalanannya menemui berbagai hal yang tak ia sangka. Seperti bertemu rumpun tebu rawa di perjalanan yang menguras tenaga mereka. Diana menangis saat pertama kali menginjakkan kaki di sana. Ia prihatin dengan kondisi masyarakat dan anak-anak kampung tersebut. Penduduk, kata Diana, hidup di atas lumpur bila musim kemarau dan hidup di genangan air rawa saat musim hujan. Ironi tersebut juga dialami anak-anak sekolah di Kampung Kalibusene. Kondisi infrastruktur sekolah sangat memprihatinkan. Anak-anak di enam tingkatan kelas SD harus belajar di tiga ruangan. Satu orang guru harus mengajar 50 anak. Hanya ada dua orang guru yang mengajar di kampung itu. Anak-anak duduk di lantai ketika belajar. Sebab bangku yang tersedia untuk mereka gunakan belajar sudah reyot hingga roboh saat dipakai. ""Ibu guru kami takut meja patah, kata seorang murid. Tidak lagi peduli pada meja dan bangku. Kami semua duduk melantai sambil belajar menulis abjad,"" tutur Diana.
"
valid;" driver ojek online selesaikan S2 Driver ojek online Badrut Tamam berhasil menyelesaikan pendidikan Program Pascasarjana (S2) Institut Agama Islam Negeri (IAIN) Jember. Tak tanggung-tanggung, pria asal Desa Tisno Gambar, Kecamatan Bangalsari, Kabupaten Jember, Jawa Timur tersebut lulus magister hukum dengan predikat cum laude. Langkahnya kembali belajar menempuh jenjang magister lantaran ia haus ilmu. Tak puas dengan ilmu yang dia peroleh saat menjalani kuliah S1, Badrut memutuskan melanjutkan kuliah. Di sela-sela kuliah, ia bekerja sebagai driver ojek online. Hal itu dilakukannya untuk menambal kebutuhan hidup dan membayar biaya kuliah. “Harus berbagi waktu, ya kalau waktu kuliah, saya off-kan dulu aplikasinya. Begitu selesai kuliah, saya langsung narik lagi,” katanya. Meski kerap menggunakan jaket Go-Jek saat berkuliah, Badrut tak pernah meras malu. Ia berpendapat, yang dilakukannya adalah mencari ilmu dan pekerjaannya adalah pekerjaan halal. Usai menyandang gelar magister dan menjalani wisuda pada Oktober 2019 lalu, Badrut tak lantas berhenti menimba ilmu begitu saja.
"
valid;Kereta commuter line jurusan Jakarta- Bogor mengalami anjlok di rel kereta Kebon Pedes, Kecamatan Tanah Sareal, Kota Bogor, Minggu 10 maret 2019. Dalam peristiwa itu, 20 orang menjadi korban termasuk masinis kereta. Sebelum anjlok, bagian atap kereta sempat mengenai kabel listrik. Beberapa selang kemudian, bagian depan kereta menabrak tiang listrik dan terguling keluar dari jalur rel. Menteri Perhubungan Budi Karya Sumadi memastikan, pengoperasian KRL Commuter Line Jakarta-Bogor dapat dilakukan secepatnya.
valid;"Sebuah tiang penyangga proyek pengerjaan jalan tol Bogor Outer Ring Road (BORR) seksi 3A di Jalan Raya Sholeh Iskandar, Kecamatan Tanah Sareal, Kota Bogor, ambruk, Rabu 10 juli 2019. Dua pekerja kontraktor atas nama Acil (25) dan Hanif (25) dari PT PP (Persero) Tbk menjadi korban dalam kejadian itu. Kepala Polsek Tanah Sareal Komisaris Polisi Syarief Samsu mengatakan, peristiwa itu terjadi pada saat sejumlah pekerja proyek sedang melakukan pengecoran tiang penyangga di P 109. ""Tidak ada korban jiwa. Tapi tidak menutup kemungkinan masih adanya korban dari warga yang melintas atau pekerja lainnya,"" kata Syarief. Syarief menambahkan, saat ini kedua korban yang mengalami luka-luka sudah dibawa ke Rumah Sakit Hermina Bogor untuk mendapat perawatan."
valid;"Pengendara Harley Tabrak Pengguna Jalan Dua orang menjadi korban dalam peristiwa tabrakan yang terjadi di Jalan Raya Pajajaran, tepatnya di depan Rumah Sakit PMI Bogor. Peristiwa itu terjadi pada Minggu (15/12/2019) ketika kedua korban atas nama Siti Aisah (52) dan Anya Septia (5) sedang menyebrang. Keduanya merupakan nenek dan cucu. Korban ditabrak oleh seorang pengemudi motor gede (moge) Harley Davidson. Akibat kejadian itu, Siti meninggal dunia. Sementara sang cucu, Aisah menderita luka serius di bagian wajah. Ia pun harus dilarikan ke Rumah Sakit PMI Bogor untuk mendapat perawatan. Humas RS PMI Bogor Niken Kurniadita mengatakan, saat ini kondisi Aisah mulai berangsur membaik paska ditabrak. Meski begitu, Niken belum dapat memastikan kapan korban diperbolehkan pulang ""Sampai hari ini bagus sih (kondisinya). Jadi cidera luka kepala ringan dan luka lecet saja. Sekarang sih sudah membaik,"" kata Niken, saat ditemui di rumah sakit, Senin (16/12/2019). Terkait kondisi psikis korban, sambungnya, pihak rumah sakit harus melakukan pengecekan lebih lanjut.
"
valid;KOMPAS.com - Longsoran salju menyapu rute pendakian populer di Pegunungan Nepal, setelah hujan salju pada Jumat (17/1/2020) lalu.  Insiden tersebut terjadi di ketinggian sekitar 3.230 meter di dekat markas Annapurna, salah satu puncak tertinggi di Himalaya.  Dilansir dari apnews.com, setidaknya empat warga Korea Selatan dan tiga pemandu Nepal dilaporkan hilang karena kejadian ini. Adapun pendaki yang hilang yaitu dua wanita berusia sekitar 30 tahun dan 50 tahun. Serta dua pria berusia 50 tahunan, yang merupakan guru yang tinggal di Nepal untuk bekerja secara sukarela. Sementara, dilaporkan, lima warga Korea Selatan lainnya dari tim yang sama dalam keadaan aman dan berlindung di sebuah pondok. Pejabat Departemen Pariwisata Nepal, Meera Acharya, mengatakan, selain itu juga ada satu warga negara China yang terluka karena longsoran ini berhasil diselamatkan dengan helikopter. Upaya pun tengah dilakukan untuk menyelamatkan korban lainnya. Sejauh berita ditayangkan, penyelamat telah mampu menyelamatkan 30 pendaki yang terjebak longsoran salju dan telah dievakuasi ke tempat aman. Sementara itu, kondisi cuaca yang buruk dan suhu lebih rendah dalam dua hari terakhir menyulitkan operasi evakuasi. Diberitakan The Guardian, ribuan pendaki mengunjungi wilayah Annapurna setiap tahun untuk menikmati pemandangan Himalaya yang memukau.
valid;"Bom bunuh diri di Mapolresta Solo Pria bernama Nur Rohman nekat melakukan aksi bom bunuh diri di Mapolresta Solo, pada awal Agustus 2016. Ternyata, dia tak merencanakan aksi itu sendirian. Beberapa hari setelah kejadian itu, Densus 88 menangkap beberapa orang yang rerkait dengan rencana tersebut. Salah satunya Dwiatmoko alias Abu Ibrahim Al Atsary di Lampung. Dwiatmoko diduga juga berkaitan dengan Bahrun Naim, simpatisan Negara Islam Iran dan Suriah (ISIS) dari Indonesia.
Bahrun bukanlah nama baru di kalangan teroris. Ia merupakan warga Indonesia yang berbaiat dengan ISIS sejak 2014 dan punya peran dalam sejumlah aksi. Salah satunya bom Thamrin. Selain itu, polisi menangkap Munir Kartono yang mengirimkan sejumlah uang kepada Dwiatmoko. Uang tersebut kemudian digunakan untuk membeli bahan material bom dan biaya perjalanan pengiriman bom kepada Rohman. Munir juga disebut merupakan anggota kelompok Jamaah Ansharut Daulah yang berafiliasi dengan ISIS. Kelompok ini dipimpin oleh Aman Abdurrahman yang kini menghuni lapas Nusakambangan."
valid;"Bom gereja di Medan dan Samarinda Aksi teroris tak hanya disasarkan ke tempat keramaian, namun juga meresahkan agama tertentu. Rencana bom bunuh diri di Gereja Katolik Stasi Santo Yosep pada akhir Agustus lalu menggegerkan Medan. Pelaku berinisial IA masih berusia 18 tahun, namun sudah ahli merakit bom sendiri. Menurut kepolisian, ia belajar merakit bom dari siaran televisi dan internet. Mulanya IA menerima black powder dari orang tak dikenal sebagai amunisi untuk merakit bom. Orang itu lah yang membujuk IA melakukan teror di gereja tersebut. Ia diiming-imingi uang Rp 10 juta yang akan diserahkan usai menjalankan aksinya. Black powder yang diberikan itu kemudian dimasukkan ke pipa alumunium, ditutup ujungnya, kemudian disambungkan dengan kabel ke baterai. IA juga membeli sejumlah korek untuk memicu ledakan. Setelah merakit bom itu, IA pun melaksanakan niatnya di gereja pada Minggu 28 agustus 2016 pagi. Namun, ledakan itu tidak terjadi. Malah IA menyerang pastor Albret S. Pandiangan dengan senjata tajam hingga terluka.
Teror bom di gereja terulang di Samarinda, tepatnya di gereja Oikumene Sengkotek Samarinda, Minggu (13/11/2016). Akibat kejadian ini, empat anak kecil mengalami luka bakar, salah satunya kemudian tewas. Mereka berada di area parkir sepeda motor saat bom molotov dilempar ke area parkir itu. Pelaku yang bernama Juhanda merupakan residivis. Ia adalah terpidana pengeboman di Serpong dan bom buku di Utan Kayu, Jakarta Timur, pada 2011. Juhanda sebelumnya terkait dengan jaringan teroris pimpinan Pepi Fernando, Jamaah Ansharut Tauhid. Dari pengembangan, polisi menangkap enam orang lainnya yang terlibat dalam teror bom ini. Bersama Juhanda, mereka bergabung dengan kelompok Jamaah Ansharut Daulah yang berbaiat pada ISIS.
"
valid;"Polisi berhasil menggagalkan keberangkatan tujuh warga negara Indonesia ke Suriah untuk bergabung dengan Negara Islam Irak dan Suriah (ISIS). Pelalu berinisial AR sebagai fasilitator punya peran besar dalam pengiriman WNI ke sana. Fauzan juga mengajarkan WNI yang akan diberangkatkan tersebut untuk berkelit dari petugas. Mereka dituntun mengucapkan kata-kata untuk mengelabui jika tertangkap Bahkan, sebelum digagalkannya pengiriman ini, ia pernah tiga hingga empat kali mengirimkan WNI ke Suriah. Keberangkatan yang telah diketahui yakni terjadi pada Oktober 2015, November 2015, dan Januari 2016. Dari tujuh orang yang diamankan, tiga di antaranya ditetapkan sebagai tersangka. Salah satu tersangka berinisial W diketahui sebagai penyandang dana untuk persiapan keberangkatan ke Suriah. Kemarin, Minggu (25/12/2016) tiga WNI juga dideportasi dari Turki karena diduga akan bergabung dengan kelompok militan untuk berperang di Suriah.
Keberangkatan WNI ke Suriah lagi-lagi tak terlepas dari peran Bahrun Naim. Secara intensif, Bahrun menghubungi sel-selnya di Indonesia, termasuk para penyandang dana. Komunikasi tersebut juga meliputi rencana aksi dan cara-cara merakit bom. "" Teroris menggunakan teknologi untuk mengembangkan pola dan jaringan baru. Munculnya dimensi baru merupakan tantangan nyata,"" ujar Kapolri Jenderal Pol Tito Karnavian.
"
valid;"Detasemen Khusus (Densus) 88 Antiteror Polri menangkap dua terduga teroris di Purwakarta, Minggu (25/12/2016).   Dua lainnya tewas dalam operasi penggerebekan pengembangan kasus terorisme di Jalan Ubrug, Cibinong, Jatiluhur, Purwakarta, Jawa Barat.
Kapala Kepolisian Daerah Jawa Barat Irjen Anton Charliyan menjelaskan, jika mereka tidak menyerang, maka polisi tidak akan mengeluarkan tembakan. Namun, karena terduga teroris melakukan penyerangan, polisi pun mengeluarkan tembakan. Anton mengaku masih bertanya-tanya kenapa bisa di rumah terapung. Karena jika terduga teroris ini sampai meledakkan Waduk Jatiluhur, bisa memakan korban banyak."
valid;"Kerusuhan 21-22 Mei 2019
Pada Mei 2019, tepatnya pada tanggal 21-22, aksi massa berujung kerusuhan terjadi di depan kantor Badan Pengawas Pemilu (Bawaslu), Jalan MH Thamrin, Jakarta Pusat, pasca-pengumuman pemenang Pemilihan Presiden (Pilpres) 2019.
Aksi massa tersebut berbuntut kericuhan di beberapa wilayah Jakarta Pusat, seperti Slipi, Petamburan, dan Tanah Abang. Kerusuhan ini juga menyebabkan korban jiwa dan luka-luka. Dari catatan polisi, ada 9 korban jiwa yang meninggal dunia. Empat di antaranya tewas akibat peluru tajam dan lima lainnya diindikasi tewas karena hal yang sama serta benda tumpul. Amnesty International Indonesia juga menemukan setidaknya ada empat korban dugaan penyiksaan yang dilakukan personel Brimob saat kerusuhan 21-22 Mei 2019 berlangsung.
Penyiksaan tersebut dilaporkan terjadi di sebuah lahan kosong di Kampung Bali, Jakarta Pusat, pada 23 Mei 2019 pagi. Berdasarkan data Dinas Kesehatan DKI, terdapat 905 orang korban dalam kerusuhan 22 Mei tersebut. Angka ini termasuk mereka yang tewas. Sejumlah lembaga masyarakat sipil menyoroti kekerasan yang dilakukan aparat keamanan, termasuk kepada anak-anak. Kontras dan LBH Jakarta menemukan ada setidaknya dua anak yang mengalami kekerasan dan penahanan secara sewenang-wenang oleh pihak kepolisian. Baca juga: Kon
Komnas HAM juga menduga ada kelompok profesional, terlatih, dan terorganisasi untuk menimbulkan kerusuhan. Namun, Komnas HAM tidak dapat mengidentifikasi kelompok tersebut."
valid;Kerusuhan juga terjadi di Papua dan Papua Barat pada Agustus 2019, pasca-tindakan rasisme aparat kepada mahasiswa Papua di Surabaya dan Malang. Peristiwa yang terjadi pada 19 Agustus 2019 itu dimulai di Manokwari, Papua Barat dan meluas ke beberapa wilayah lainnya seperti Sorong, Jayapura, Wamena, Fakfak, dan Timika beberapa hari kemudian. Dalam kerusuhan itu, massa memblokade sejumlah ruas jalan dan membakar beberapa fasilitas umum, kendaraan, bandara, lapas, hingga kantor pemerintahan, seperti Kantor DPRD Papua Barat. Diskriminasi dan aksi rasisme terhadap masyarakat Papua oleh aparat keamanan dinilai sebagai bentuk pelanggaran HAM. Aksi unjuk rasa siswa di Kota Wamena, Papua, Senin (23/9/2019) juga berujung rusuh. Unjuk rasa yang berujung rusuh itu diduga dipicu oleh perkataan bernada rasial seorang guru terhadap siswanya di Wamena. Terdapat 30 orang tewas akibat kerusuhan ini. Ketua Komisi Nasional Hak Asasi Manusia (Komnas HAM) Ahmad Taufan Damanik menyatakan, pihaknya menemukan dugaan 10 orang Papua tewas terkait kerusuhan di Wamena, Papua. Namun, 10 orang tersebut belum tercatat oleh pihak keamanan. Temuan ini didapat Komnas HAM setelah tim Komnas HAM mendatangi Wamena pada 13-17 Oktober 2019 untuk mendalami kasus pascakerusuhan. 
valid;Pada September 2019, kerusuhan yang berujung terjadinya kekerasan terhadap mahasiswa oleh aparat keamanan berlangsung di sekitar Gedung DPR/MPR RI dan Kampus Atmajaya, Jakarta Pusat. Kerusuhan tersebut berawal dari aksi demonstrasi para mahasiswa seluruh nusantara untuk memprotes pengesahan revisi Undang-Undang KPK dan penundaan pengesahan RKUHP. Mereka berkumpul di Gedung DPR RI untuk mendesak tuntutannya tersebut. Semula, aksi yang berlangsung damai itu menjadi ricuh pada sore hari dan berujung bentrok dengan polisi. Polisi juga diketahui menyisir sejumlah lokasi untuk menangkap para mahasiswa tersebut. Aksi tersebut digelar pada 23 dan 24 September 2019 dan dilanjutkan pada 25 September 2019 oleh siswa SMK dari beberapa wilayah di Jakarta. Selain mahasiswa dan pelajar SMK yang menerima tindakan kekerasan dari aparat, sejumlah jurnalis juga mengalami hal serupa saat meliput kejadian itu. Polisi juga menangkap banyak mahasiswa dan pelajar atas kejadian tersebut. Pada 26 September 2019, dua orang mahasiswa tewas saat melakukan aksi demonstrasi serupa di Kendari, Sulawesi Selatan setelah bentrokan dengan polisi. Kekerasan yang dilakukan aparat keamanan menjadi catatan kelam pelanggaran HAM pada periode akhir pemerintahan Joko Widodo - Jusuf Kalla. 
valid;"Liputan6.com, Jakarta - Gojek mengawali awal tahun ini dengan merilis empat fitur baru untuk layanan pesan antar makanan, GoFood. Deretan fitur baru itu adalah GoFood Pickup, Turbo, Plus, dan kolaborasi bersama Google Assistant. GoFood saat ini telah membukukan 50 juta transaksi setiap bulan di Asia Tenggara. Mengutip hasil riset Nielsen Singapura, Gojek mengungkapkan 84 persen masyarakat yang menggunakan lebih dari satu aplikasi pesan antar makanan, menganggap GoFood menawarkan layanan terbaik di Indonesia. Riset ini juga mengungkap, GoFood dianggap memiliki pilihan menu terlengkap dan merchant paling beragam, masing-masing sebesar 87 persen dan 83 persen konsumen. Selain itu, 83 persen masyarakat pun menilai layanan GoFood dianggap mudah digunakan, dan 79 persen responden menganggap GoFood sebagai layanan pesan antar makanan tercepat. ""Fakta-fakta dan pencapaian tersebut tidak membuat kami berhenti dan berpuas diri. Kami terus-menerus meningkatkan standar dalam melanjutkan sukses guna memenangkan hati pelanggan,"" kata Chief Food Officer Gojek Group, Catherine Hindra Sutjahyo, dalam keterangan resminya, Minggu 18 januari 2020. ""Oleh karena itu, awal tahun ini kami meluncurkan empat fitur sekaligus yang menjadi standar baru di industri layanan pesan antar makanan, salah satunya adalah GoFood Pickup,"" sambungnya."
valid;"Liputan6.com, Jakarta - Seorang polisi lalu lintas ditabrak pengendara mobil saat bermaksud melakukan penindakan di sekitaran Stadion Gelora Bung Karno (GBK), Senayan, Jakarta. Kabid Humas Polda Metro Jaya Kombes Yusri Yunus menyampaikan, peristiwa terjadi di Jalan Gerbang Pemuda, Jakarta, pada Sabtu 18 Januari 2020 sekitar pukul 14.30 WIB. ""Korban (polisi) sedang melaksanakan tugas antisipasi balap liar di TKP. Korban memberhentikan mobil Jazz merah tanpa TNKB (Tanda Nomor Kendaraan Bermotor) di depan,"" tutur Yusri saat dikonfirmasi, Minggu 19 januari 2020. Menurut Yusri, saat polisi akan melakukan pemeriksaan, kendaraan sempat melambat. Namun pengemudi mendadak tancap gas dan menabrak petugas di depannya. ""Korban mengalami luka-luka di pipi kiri, tangan kiri, kaki kiri dan kanan,"" jelas dia.
Pengemudi sempat berhasil melarikan diri. Namun petugas melacak melalui plat nomor kendaraan tersebut. ""Sekitar pukul 15.30 WIB petugas melakukan penangkapan terhadap pelaku yakni saudara Ade Permana Putra di Perumahan Vila Pamulang Mas, Bambu Apus, Pamulang, Tangerang Selatan,"" Yusri menandaskan."
valid;"Grup band asal Irlandia, Kodaline mengadakan konser tunggalnya bertajuk ""The Politics of Living Tour"" di Istora Senayan, Jakarta Pusat, pada 1 Maret 2019. Kodaline menggelar konser tunggal perdananya di Indonesia dalam rangka mempromosikan album terbaru mereka. Pada konser tersebut, Steve (vokal), Mark Predergast (gitaris), Vinny May (drummer), dan Jason Boland (bassis), tampil sangat spektakuler. Tapi, ada yang menarik perhatian, awalnya Kodaline sempat membuat sebagian besar penonton kecewa. Hal itu karena mengatakan lagu ""Love Will Set You Free"" dinyanyikan sebagai lagu terakhir. ""Kami ingin lebih! Kami ingin lebih!"" seru penonton yang meminta para personel Kodaline yang telah naik panggung naik kembali ke atas panggung. Harapan para penonton terwujud ketika Steve cs kembali ke posisi mereka masing-masing melantunkan ""All I Want"". Namun di tengah lagu, tiba-tiba mucul Ahmad Abdul atau dikenal dengan Abdul Idol dari sisi kanan panggung berdiri tepat disamping Steve yang masih memainkan gitarnya. Mereka pun menutup konser tersebut dengan manis."
valid;"Konser Ed Sheeran menjadi salah satu pertunjukan musik yang sangat dinanti sepanjang tahun 2019. Sempat batal pada 2018, musisi asal Inggris ini akhirnya sukses menggelar konser di Stadion Gelora Bung Karno, Senayan, Jakarta Pusat, pada 3 Mei 2019. Konser bertajuk ""Divide World Tour 2019"" ini dibuka dengan grup rock asal Jepang, One Ok Rock. Setelah 45 menit menghibur, Ed Sheeran pun muncul yang disambut meriah penonton. Selama penampilannya, Ed Sheeran menyanyikan lagu-lagunya yang sangat populer. Bahkan, ia juga sempat menyanyikan lagu ciptaannya yang dipopulerkan oleh Justin Bieber ""Love Your Self"". Tetapi, yang terlupakan adalah ketika Ed Sheeran di tengah konser tampil dengan mengenakan jersey Tim Nasional sepak bola Indonesia berwarna putih, lengkap dengan gambar garuda di bahu kirinya.
"
valid;"Comeback, konser boyband Westlife bertajuk ""Westlife-The Twenty Tour 2019"" menjadi agenda wajib di tahun 2019. Boyband asal Irlandia tersebut tampil selama dua hari, yakni pada 6 dan 7 Agustus 2019 di ICE BSD. Sayangnya, konser Westlife menyisakan kekecewaan sebagian penggemar karena pelayanan yang diberikan promotor, Full Color Entertainment. Sebagian penggemar yang kecewa mengaku merasa tidak nyaman dengan penempatan tempat duduk penonton. Selain itu, ukuran panggung yang tidak besar juga dikeluhkan penonton, terutama pemegang tiket Platinum yang duduk di pinggir kanan kiri. Sebelum konser itu berlangsung, Westlife sebenarnya telah berpesan kepada pihak promotor agar tiket mereka tidak dipatok dengan harga mahal. Ada empat kategori tiket untuk konser Westlife di Jakarta, yakni Diamond VVIP Rp 2.500.000, Platinum seharga Rp 1.950.000, Gold dengan harga Rp 1.500.000, dan Silver seharga Rp 990.000.
"
valid;"Penyanyi asal Kanada, Shawn Mendes menggelar tur di Asia. Salah satu negara yang dikunjungi adalah Indonesia. Konser tersebut berlangsung di Sentul International Convention Center (SIICC) Sentul, Bogor, Jawa Barat, pada 8 Oktober 2019. Pada penampilannya, Shawn Mendes menyanyikan sejumlah lagu andalannya. Tidak lupa, ia juga menyanyikan lagu ""Senorita"" diiring denting piano. Namun, ada yang unik saat Shawn Mendes melantunkan lagu ""If Can't Have You"", ia mengucapkan kata 'Jakarta' berkali-kali. Teriakan Shawn Mendes rupanya direspons penonton dengan lucu. ""Bogor, Bogor, Bogor,"" kata beberapa penonton mengoreksi ucapan Shawn Mendes. Pasalnya, SIICC memang bukan berada di kawasan Jakarta, melainkan berada di Bogor, Jawa Barat."
valid;Pada tahun 2019, telinga pencinta musik di Tanah Air juga dimanjakan dengan konser Michael Learns To Rock (MLTR). Menariknya, MLTR menggelar konser musik dua kota Indonesia, yakni Semarang dan Jakarta. Di Kota Semarang, grup band asal Denmark itu menyapa penggemarnya setelah Westlife tampil beberapa waktu lalu di kota tersebut. Konser tersebut berlangsung di Marina Convention Center Kota Semarang, pada 22 November 2019. Sementara di Jakarta, MLTR tampil sebagai penutup acara musik The 90’s Festival 2019 yang digelar di Gambir EXPO Kemayoran, Jakarta Pusat, pada 24 November 2019. Grup musik yang digawangi Jascha Richter, Kare Wancher dan Soren Madsen ini berhasil membuat penonton hanyut ke era 1990-an lewat karya-karya lagu mereka.
